"","Area","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"155","Net Food Importing Developing Countries",189000,220100,322300,352100,384900,418800,391500,560800,588700,569400,604200,663600,666700,713300,782473,786600,828150,814000,1000209,1015409,997909,1003609,1005600,1098700,1209800,1254200,1373200,1367500,1305200,1282053,1330820,1550646,1210349,1099884,1487887,1396751,1251177,1101076,1051957,1208642,1465915,1296002,1300302,1544984,1577464,1527063,1605445,1845411,1590669.3,1504150,1791148.03,1761947,2272581.36,2134006.3,2156024,2409102,2201616,2282479,2217989,2106271,2091280.86,2177683.92
"156","Netherlands (Kingdom of the)",553000,536000,534000,535800,562400,561800,522400,1037700,1029100,1048200,843700,911400,996000,1004500,715600,687200,696900,742000,748000,768800,719600,599400,661400,688600,654100,687700,680700,751000,735600,758200,723100,732924,708623,805900,721800,802900,943600,1038800,814000,597000,677900,917100,808700,1011200,1025200,907300,971941,874559,469049,582206,637300,552757,674229,611079,489169,345200,342700,707200,717621,1035900,919500,465424
"157","Netherlands Antilles (former)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,4,2,66,1847,2783,12,46,36,36,36,36,82,33,32,21,17,27,27,0,0,0,0,0,0,0,0,0,0,0,0
"158","New Caledonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,108,7,0,0,2000,2000,2002,2003,2003,2009,2100,2420,2245,2257,2235,12,104,23,12,3,3,3,96,66,66,-5
"159","New Zealand",281000,309600,376000,402700,417500,436600,481000,409900,494000,498900,497300,503500,686100,671900,627900,736100,638100,670900,583100,655200,695900,732300,578300,624400,718400,620600,641700,740300,702300,623200,711100,671862,684588,709400,786100,691600,832200,725000,857100,868300,727000,789000,752000,739887,770961,655120,690252,777833,657380,782525,821886,745063,561318,664831,588468,604165,470918,594342,315457,457701,408013.59,482725
"160","Nicaragua",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,83,83,100,100,100,52,124,97,97,0,136,417,417,333,330,329,329,89,89,67,56,87,87,88,88,88,84,84,84,84
"161","Niger",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,1088,1088,7423,7484,9499,9499,8306,2193,2191,2191,2191,2191,2191,2191,2191,2191,2191,2191,2191,2191,2191,2191,277
"162","Nigeria",0,0,0,0,0,0,0,1700,2700,6400,6400,6400,4300,6700,11800,12200,5100,5100,5100,4700,4700,4700,5100,5200,16800,19800,19800,18700,8700,8700,6600,8328,9466,8507,13159,13539,21492,29492,42300,40300,39500,39500,39500,39746,39746,39746,39746,57402,44303,56106,47777,39725,44478,42272,35944,47794,60332,57879,52406,50260,65030.49,67769
"163","Niue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259
"164","Norfolk Island",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46,-46,-46,-46
"165","North Macedonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,5707,6507,3507,1207,3820,1823,3116,2477,776,538,199,532,1343,4043,537,1171,314,877,93,118,103,129,246,27,121,48,23,-10,125
"166","Northern Africa",51900,59500,68600,71700,96200,110200,97900,143800,151000,156900,148600,147800,184100,174500,191900,213500,198600,188000,226000,252300,277300,244900,294400,280000,315400,270800,248400,249500,296300,286600,272900,359620,239490,256722,302688,322327,233361,309561,212109,292709,339059,291610,225537,354940,314393,246961,376434,444305,388728,385819,432444,462579,797239,630533,698685,720246,678158,687936,657190,484203,529469.94,523880
"167","Northern America",32385900,33748700,35985300,39077700,41141300,44867400,45098500,46825200,49540800,48732300,49471700,52716500,54989900,55290700,46700600,52790800,54133100,56758600,58700100,58930708,60276816,55836008,60079308,64351208,62614200,65619908,68341716,69437808,70347800,71271000,71990000,70843474,70658557,78967300,73623000,71981000,73637900,72543135,72427196,73266184,68271246,67904849,68600338,69585831,69859442,66450018,67221292,62380416,55555716,57878882,56327564,55353765,54591352.35,55407150.35,54223305,54516343,53658475,57885673,56552834,54100616,54201173,52376327
"168","Northern Europe",10628600,10438700,11252700,12600900,13260500,13260900,13480100,11425400,12431500,13372800,12794700,13370800,13886500,14532200,12750400,13193861,11916062,12652400,14442400,14283800,14560200,13318800,14221400,15858100,16088400,16761003,17897056,18671620,19398257,19206000,18592200,18617451,19363327,20531430,21571746,20140646,22103727,22335347,22270103,24090198,22492955,22571559,22518578,23611733,22268766,23751251,23660870,22050365,18845666,20706903,20094034,19471124,18718158,18391344,18387070,18607730,19009167,19153326,17337674,16100215,16855346,17298972
"169","Northern Mariana Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26
"170","Norway",923300,913900,990800,1110300,1136400,1080300,1071700,1182500,1286700,1326000,1267200,1315600,1359300,1414000,1288900,1304200,1136100,1045500,1308600,1318900,1334700,1243200,1241100,1401700,1502500,1502000,1446200,1473400,1669300,1633100,1572900,1455713,1688002,1829800,2140800,1983800,2101700,2152600,2091301,2143000,1875000,1781000,1845921,1961418,1868366,1874405,1791425,1653331,1344645,1490897,1198342,907472,831391,628726,654079,776815,766329,732930,699887,690996,759202,800303
"171","Oceania",659100,699500,847600,924800,1003600,793500,862300,1029700,1187600,1302700,1291000,1260400,1499500,1625200,1490500,1519000,1490000,1503200,1515000,1630000,1680700,1737000,1543200,1688900,1812800,1767500,1836000,2032000,2013200,1931700,1946100,1903615,1924344,1937359,1993260,1837260,1983470,1848269,2026362,2188469,2202169,2492669,2249048,2214048,2299122,2145731,2253298,2624292,2145445,2310653,2464059,2429521,2262205,2385845,2290298,2270395,2147437,2428069,2125280,2137277,2054575.12,2246419
"172","Oman",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,900,1500,2100,2500,1513,1276,1300,1300,2600,1800,1800,1223,1223,1223,1223,1223,1223,1186,1378,1304,1163,44,722,885,1921,756,795,861,2195.23,-478.24
"173","Pakistan",35000,30900,38200,48500,62000,68600,60900,63400,60100,33900,49800,58600,55500,58400,56600,52700,53550,62900,67200,68200,68600,67700,96100,122000,126900,134300,153100,211500,209700,246500,222900,198685,201100,218900,213000,220700,216600,257700,247500,294900,423500,423500,438237,449976,492654,506804,504904,543604,543604,527894,533265,550959,577410,594662,560026,584166,674301,690175,662647,741256,699711.02,773071
"174","Palau",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,4,4,4,4,4,4
"175","Palestine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078,1419,602,778,813,813,813,813,464
"176","Panama",0,0,0,0,0,0,0,700,500,4700,2000,3600,3700,3200,100,100,1700,1200,2800,1500,2000,800,2400,1500,2300,2900,1100,1000,1300,900,900,1159,1300,2900,2300,2400,2600,1600,1700,500,1500,1500,1500,1500,1500,1500,1500,1500,1500,2013,1340,174,1641,1613,771,1360,2167,762,225,274,301.09,-3
"177","Papua New Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,189,-93,-93,-279,-279,-242,-299,-299,-303,-303,-303,-303
"178","Paraguay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,23,49,49,49,400,500,700,400,400,400,400,65,65,65,65,65,87,87,66,863,305,205,970,1281,2202,3725,2224,3590,2735.51,2216
"179","Peru",27500,26900,42200,43300,52000,54700,43800,86000,84500,83800,113500,133300,119500,145700,123600,124700,141400,137900,204400,179100,147800,136600,100400,118200,160900,247100,216900,224100,244700,196500,242700,189069,93302,43300,70400,67400,68700,37000,41000,44000,43000,52000,47000,58000,52000,85430,103000,117287,95715,105843,114628,118206,124864,105603,86505,91532,100630,108397,122534,142892,131321.04,132797
"180","Philippines",36200,27700,48100,56500,56400,59100,61000,103700,106700,107300,117400,95800,227400,226500,143200,218168,239900,254800,262900,212500,187700,206500,254500,255100,240400,251000,238500,236000,202300,2e+05,195700,212309,213300,176500,198700,226850,235892,218332,259085,250727,244187,240851,254130,271002,279391,248774,254133,254522,265609,242465,239463,43316,44930,71898,61719,86689,101786,115168,91400,72712,81048,121497
"181","Poland",437500,454000,464000,472000,485600,527700,535500,598500,590500,704400,771400,796900,841200,858000,871000,911000,904000,889000,852000,870000,739300,758400,913600,885900,914400,901000,979000,970000,957300,751900,653800,727125,754870,837600,922600,951100,965700,1059500,1109500,1226700,1234900,1366200,1409200,1460808,1500620,1445400,1650491,1777295,1775662,1832379,1894073,1853171,1980116,1942998,1968130,2512962,2569196,2728668,2647445,2847577,2980361,3055194
"182","Polynesia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,259,259,259,262,262,262,269,269,269,547,559,559,560,609,575,575,570,570,570,583,568,610,610,610,610,639,415,415,416
"183","Portugal",118800,127300,144600,173000,205000,232600,250800,116600,130300,115500,200100,79100,100600,250500,303000,150264,285900,341400,427500,273400,293300,397100,384600,370800,493700,536800,445000,495000,522600,446000,586800,623454,680280,564000,733600,697306,729000,733683,704000,896858,982400,1111000,1107000,1128000,1304006,1095039,1134762,1149344,1009530,1041278,1346231,1470487,1493295,1604679,1596029,1642460,1743913,1765769,1638246,1511977,1660858,1750874
"184","Qatar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,20,57,57,555,80,69,86,86,40,527,580,580,5239,662,2878,2207,3752,138,458,479,265,151,27,112,210,83,201,345.05,207
"185","Republic of Korea",25600,27100,333100,26500,31700,37100,44100,191000,233700,246300,288300,393900,353200,364700,288700,358400,446500,506300,633800,653800,728000,679200,749700,832700,925300,1006400,1094300,1164300,1207100,1385900,1597000,1846917,1922890,2359500,2447300,2889800,2569700,2163000,2787000,2736000,2860300,3055000,2968000,3115000,3005000,2938000,2989513,3016321,2769848,2951767,3048031,2927915,2922155,2874756,2811363,2751050,2747403,2785999,2705992,2517155,2496142.7,2493803
"186","Republic of Moldova",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-540,-540,-540,-540,-540,-540,-540,-540,0,0,0,0,0,20,50,72,72,72,52,27,44,38,36,36,36
"187","Romania",190900,224600,270200,3e+05,321000,369000,433600,469900,471300,470200,552000,565200,568000,628600,689100,691500,686600,768200,790600,782000,773000,717000,717000,717000,717000,717000,717000,717000,643000,5e+05,382000,358034,339242,242226,305918,244800,254600,222900,192700,265200,247700,255900,256200,236000,160002,163355,188443,65327,74299,72853,67876,80506,99374,114688,121907,167872,151163,155438,118831,125226,129420,150639
"188","Russian Federation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5417527,3764738,2841300,3616500,2752000,2742000,2905000,3708700,4173600,4339700,4619000,4840000,5059000,5097300,5162000,5191000,5208000,4958799,5562649,5964744,5503462,5769875,5706161,6099675,6300200,6284282,6574576,6351645,6606682,6965823,6964167
"189","Rwanda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,100,100,100,100,0,0,0,0,0,171,171,171,171,171,244,267,294,297,389,235,174,317,174,174,603,465,2269.56,2147.18
"190","Saint Helena, Ascension and Tristan da Cunha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,25,36
"191","Saint Lucia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,0,0,0,0,0,0,0,0,0,0,116,116,116,116
"192","Saint Pierre and Miquelon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","Saint Vincent and the Grenadines",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5
"194","Samoa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,286,286,286,286,286,286,286,286,286,286,299,298,240,240,240,240,240,16,16,16
"195","Sao Tome and Principe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,0,0,0,36,36,36,36,36,36
"196","Saudi Arabia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41143,57996,75333,93254,96373,35473,51900,51400,22194,132798,104377,135009,96983,105629,128192,131917,84161,74699,89321,165234,100378,121447,236451,185510,210975,268080,247311,204687,225810,278583.59,266104
"197","Senegal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,87,87,100,100,100,100,1700,1700,300,300,300,300,300,300,300,512,345,272,397,697,773,499,641,713,1048,1479,1370,4852,6641.82,8524
"198","Serbia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,27000,34000,28999,34078,38069,38070,40100,42110,46300,45000,62535,72030,73000,81890,73000,82000
"199","Serbia and Montenegro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75312,34333,33300,57300,44300,62800,58600,61900,136700,139800,140800,53000,23000,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200","Seychelles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,62,43,43,43,5,0,0,-444
"201","Sierra Leone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457,22,18,18,18,329,469,-331,-470,-470,-1063,-515,405,405,360,1124,1124,1124,1121,1121,1121,1121,1297,1297,1297,1004,1004,1003,1003,1003,1003
"202","Singapore",0,0,0,0,100,0,100,1200,1300,1800,700,1400,3700,100,1000,1200,700,5100,1300,4300,3100,2400,1200,1300,200,2600,0,-100,2300,11500,1700,15457,5284,2845,10100,14900,14900,14200,-70500,-70500,-28400,-28200,1226,7336,5759,12895,12249,10611,6013,-266,69182,417891,172151,66810,118381,4338,-69993,8770,220,14833,-6953.25,380551
"203","Slovakia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207442,290000,207000,219500,136600,310500,503006,605000,662000,434000,466000,517000,6e+05,624000,687598,720472,708358,674753,752718,699334,657270,647235,606277,635610,633116,616709,581802,536977,677956,699460
"204","Slovenia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180758,172963,223817,203600,194300,235000,254000,249000,281923,272610,294670,328546,364040,310974,343808,283120,397535,394520,254308,241128,257467,271414,286475,309463,323256,330048,336258,321121,366732,334376,321555
"205","Small Island Developing States",52500,38100,44000,30700,27600,31800,35200,74800,77100,70900,81700,73400,83700,80300,82200,82500,75500,54000,73400,86500,71000,82100,85300,81300,95400,103600,105300,87200,100600,110053,97020,73232,61869,61778,72824,75984,76669,31153,-56154,-55420,-7758,-13065,18491,26765,25194,28425,27462,26098,33533,30065,103319,454446,226072.06,109648,159421,45219,-34706,41083,43101,50313,29634.22,427466.39
"206","Solomon Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2,11,11,11,11,11
"207","Somalia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,-23,-23,-23,-23,-23,-43,-93,-93,-93,-93,-93,-48,-48,-48,-48,-48,-48,-20,-20,-20,-20,-20,-20,-20,-20,-20
"208","South-eastern Asia",47400,40400,64200,76800,73400,76500,83800,167900,211800,216800,217500,256400,428200,423600,292800,441968,489400,562500,596900,532100,627100,724000,967900,889500,872100,1006300,928100,872000,1075500,1353800,1614000,2282645,2903576,3411148,3241720,3408103,3920802,2329015,3036423,5308547,5142507,4759110,4655210,5567953,4899127,4063994,6142752,6213013,6046354,6590689,7019246,7285585.3,6854371,7002849,7134494,7472440,7121897,8143964,7339876,7576885,7666867.92,8724095.16
"209","South Africa",219800,287300,366000,426000,419000,447000,487100,440300,410900,448700,431000,477100,533500,552800,492000,498800,549500,546000,563700,750100,888100,882600,991300,772200,743300,747200,738904,739181,1471800,1491804,1486804,1338254,1318735,869520,1214490,1177012,1718112,1676458,1541400,1603400,1597400,1706000,1547582,1592710,1553629,1617077,1778931,1817891,1305206.2,1517780,1420931.5,1540379,1612868,1444068,1388964,1336212,1295533,1256365,1172473,990619,1136027.56,1082682
"210","South America",673000,710600,826400,924900,1044100,1348500,1286700,1663600,1713100,1923900,1978000,2161200,2296500,2569200,2321300,2558100,2886600,3077200,3291600,4091800,3945100,4262400,3369900,4087300,3698500,4143950,5150100,5106300,5413700,5123200,5346000,5769870,5458370,5714782,6359806,6435049,6542900,6282788,6404800,7147903,6465774,7125459,7262907,7576550,7624833,7907595,8468606,8974038,7801400,8653695,8338577.58,8429533,8523132,8652261,8917504,8537484,8954679,9107381,7369490,7963431,9759538.52,8603721.65
"211","Southern Africa",229400,296900,439000,514000,507000,536000,577100,440300,421900,451700,436000,477100,533500,559800,545000,498800,578500,551000,563700,750100,888400,913600,1040300,772200,743300,753200,744904,743181,1475400,1467404,1510404,1366854,1325335,876120,1307490,1187012,1682112,1616458,1522400,1547504,1571339,1694804,1558983,1590658,1570532,1618479,1775807,1812726,1305878.3,1518349,1420958.53,1540451,1612907.3,1444134.3,1388995,1336268,1295587,1256419,1177388,994801,1139624.39,1082223.23
"212","Southern Asia",381200,396900,414800,470800,616100,676300,717900,810400,834500,866000,950800,1010400,988500,1048600,1084300,1153800,1188650,1362100,1443109,1159109,1128309,1208909,1496600,1555400,1693900,2001225,2040551,2119440,2198287,2428585,2635540,2626555,2686202,2644513,2678947,2783299,2823094,2937941,3154762,3185190,3464764,4032064,4406879,5087247,5463759,5775221,5679310,5725084,5607138,5828224,6136764,6157898,6854556,8237718,8433851,8680819,8705872,8699752,8820090,8779066,8920600.21,9268256.37
"213","Southern Europe",1060700,1201900,1314000,1436100,1624500,2188100,2327500,3745100,4166700,4270600,3951000,4381900,4741200,4968500,4213800,4694064,4694528,5231800,5379700,5300600,4994100,4988100,4966000,5333300,5470800,5649800,5789700,6038400,6002700,5701600,5728900,5705338,5351108,5424452,5998963,5845364,6319321,6789289,6739955,6884464,7166919,7391266,7422830,7638859,8961499,8785393,8517911,8605663,7920439,8616836,8631832,8609898,9047941,8745156,9114344,8450345,8040625,8257927,7801611,7652890,7710017,8188613
"214","Spain",191100,240700,286800,319000,347800,525100,514700,796300,899300,982400,1010700,1178000,1260500,1383400,1244500,1372000,1396200,1373400,1309300,1424800,1421700,1494400,1338000,1446000,1427000,1588800,1616300,1666300,1592600,1566500,1477100,1515457,1237969,1115700,1451000,1300700,1383100,1627400,1613050,1577733,1671100,1811000,1848000,1894600,2674322,2798660,2784348,2965083,2681175,3047755,2688773,2702818,2951806,2588900,2870819,2284477,2025060,1982004,1576612,1820613,1772999,2118226
"215","Sri Lanka",1600,4000,3100,5700,7000,6600,7700,7300,7500,4800,18500,11500,12600,16400,12400,11400,14000,21100,24400,14400,16200,14200,14900,18900,8400,11300,14100,18500,5000,7000,8200,7849,10253,9399,15497,20691,21926,21926,21926,14626,35100,31262,31207,23701,21908,23304,23623,22304,22388,21807,22810,23142,23097,24984,24087,25448,24726,25570,26818,26949,29197.78,27533.6
"216","Sudan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,20506,15006,7,7,7,7,7,7,7,115
"217","Sudan (former)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,4,4,2,2,2,2,-8,-347,-347,-467,-108,59,502,278,100,0,0,0,0,0,0,0,0,0,0,0
"218","Suriname",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","Sweden",4425300,4442600,4837100,5471300,5777100,5699200,6019900,3449000,3950800,4367300,4377500,4552500,4715100,5038100,5042700,5042400,4413100,4668100,5584600,5654900,5694000,5263200,5630400,6080200,6191800,6571900,7026200,7306200,7541700,7318600,7136000,6943559,7233213,7553000,7897000,7477000,8013400,8054300,8113000,9251952,8786320,8810449,8824712,9141002,9043006,9521990,9510000,8947672,8505604,9072403,9177757,9210707,8694176,8457449,8526069,8846732,9177807,8785573,8241003,8237050,8054917,8496031
"220","Switzerland",240100,245200,249400,255500,251200,267100,264600,399700,418700,476900,399500,427500,477600,482900,411500,401900,446948,500300,491200,545600,545000,485000,536000,542000,575000,585000,591000,628000,630000,624000,632200,589976,555840,586100,582000,571600,573200,534075,592000,576800,591390,618955,633420,666882,659579,597417,765179,639707,570415,587974,414134,313200,269342,286869,254404,221651,207565,203409,186601,167039,196119,188863
"221","Syrian Arab Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3691,4667,4312,6965,11215,12676,12676,14700,11003,19000,11269,30129,50377,50377,46916,56984,37732,54179,60038,37165,16773,17326,19299,9505,12370,21085,23131,32377,24452,24452,17169
"222","Tajikistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,189,190,190,190,190,190,190,557,19,19,19
"223","Thailand",3200,2400,2200,5600,4000,1800,5300,21300,40600,71400,63900,108100,119500,109500,64000,122100,138900,142500,164100,117500,148000,134600,162000,112600,149400,147700,157900,112300,112300,162300,308900,372998,430225,512900,548900,716600,821000,808000,971000,947980,977980,1193999,1206971,1209897,1191672,1300256,1352148,1201771,1345930,1441343,1361566,1423403,1459403,1468434,1407579,1573656,1575324,1543583,1504341,1405627,1576720.41,1631180
"224","Timor-Leste",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,6,16,16,16,16,16,16,16,28,39,39,39,39,39,40,39,39,39,41,39,39,39,35,35,35,34,34,34
"225","Togo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,3,124,124,74,57,55,65,58,45,285,285,291,419,430,393,393,260,14,417.08,417.2
"226","Tonga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,15,15,10,10,10,10,3,3,3,3,3,3,3,3,3
"227","Trinidad and Tobago",9200,6700,6500,0,0,0,100,200,0,0,0,0,0,200,200,300,300,500,400,400,400,800,400,600,800,1300,1400,1600,800,2000,0,2781,2502,3405,2905,2405,4900,7200,5600,6300,6300,3580,3550,3550,3550,3550,3550,3550,17055,15553,12258,14955,16185,26511,21250,23003,21383,16489,24907,8383,7961.4,25178.03
"228","Tunisia",0,0,0,1600,1700,1900,1900,1800,200,9300,4000,6100,15600,17100,9900,15600,11200,13300,13100,13100,36000,18400,20500,21300,25800,23100,36500,38200,42300,39400,31900,66256,23875,46280,64590,52000,64100,57400,38250,48650,38200,53200,49831,94618,94618,94618,103388,139150,82487,107911,102887,123859,113274,78432,140271,138162,110746,89536,120817,61889,97056.57,114613
"229","Turkmenistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,10,10,10,10,10,1848,1939,1939,1939,1939
"230","Turks and Caicos Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
"231","Tuvalu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,29,29
"232","Uganda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,24,10,10,10,10,97,178,178,214,219,179,101,130,345,-302,-302,-532,77,61,138,202,38,980,980,285
